学校,所在地,AB区,985,211,双一流院校,考试方式,学院,专业,学习方式,招生人数,政治考试,外语考试,专业课1考试,专业课二考试
南京大学,江苏,A,1,1,1,统考,工程管理学院,(025100)(专业学位)金融,全日制,专业：24(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
苏州大学,江苏,A,1,0,1,统考,东吴商学院,(025100)(专业学位)金融,全日制,专业：14(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
苏州大学,江苏,A,1,0,1,统考,东吴商学院,(025100)(专业学位)金融,全日制,专业：14(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
苏州大学,江苏,A,1,0,1,统考,东吴商学院,(025100)(专业学位)金融,全日制,专业：14(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
苏州大学,江苏,A,1,0,1,统考,金融工程研究中心,(025100)(专业学位)金融,全日制,专业：5(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
东南大学,江苏,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
东南大学,江苏,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
东南大学,江苏,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
东南大学,江苏,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
东南大学,江苏,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
南京航空航天大学,江苏,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
南京航空航天大学,江苏,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
南京航空航天大学,江苏,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：8(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,理学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,理学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,理学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,理学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京理工大学,江苏,A,1,0,1,统考,理学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
河海大学,江苏,A,1,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(396)经济类综合能力,(431)金融学综合
南京林业大学,江苏,A,0,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京信息工程大学,江苏,A,0,0,1,统考,管理工程学院,(025100)(专业学位)金融,全日制,专业：23(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
南京信息工程大学,江苏,A,0,0,1,统考,金牛湖产教融合园区,(025100)(专业学位)金融,全日制,专业：25(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京农业大学,江苏,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京师范大学,江苏,A,1,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南京师范大学,江苏,A,1,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
浙江大学,浙江,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：78(不含推免),(101)思想政治理论,(201)英语（一）,(396)经济类综合能力,(431)金融学综合
浙江大学,浙江,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：78(不含推免),(101)思想政治理论,(201)英语（一）,(396)经济类综合能力,(431)金融学综合
宁波大学,浙江,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
宁波大学,浙江,A,0,0,1,统考,数学与统计学院,(025100)(专业学位)金融,全日制,专业：5(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
安徽大学,安徽,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：85(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
中国科学技术大学,安徽,A,1,1,1,统考,管理学院,(025100)(专业学位)金融,全日制,研究方向：65(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
合肥工业大学,安徽,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：37(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
合肥工业大学,安徽,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：37(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
合肥工业大学,安徽,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：37(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
厦门大学,福建,A,1,1,1,统考,金融系,(025100)(专业学位)金融,全日制,专业：27(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
厦门大学,福建,A,1,1,1,统考,王亚南经济研究院,(025100)(专业学位)金融,全日制,专业：7(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
福州大学,福建,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
福州大学,福建,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
福州大学,福建,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
福州大学,福建,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南昌大学,江西,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：21(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,经济研究院,(025100)(专业学位)金融,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
山东大学,山东,A,1,1,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：15(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中国海洋大学,山东,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：27(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中国石油大学(华东),山东,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中国石油大学(华东),山东,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中国石油大学(华东),山东,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：17(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
郑州大学,河南,A,1,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：45(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
河南大学,河南,A,0,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：44(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
华中科技大学,湖北,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：37(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
武汉理工大学,湖北,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(201)英语（一）,(396)经济类综合能力,(431)金融学综合,(101)思想政治理论,(203)日语,(396)经济类综合能力,(431)金融学综合
武汉理工大学,湖北,A,1,0,1,统考,威尔士三一圣大卫大学武汉理工学院,(025100)(专业学位)金融,全日制,专业：5(不含推免),(101)思想政治理论,(201)英语（一）,(396)经济类综合能力,(431)金融学综合
华中师范大学,湖北,A,1,0,1,统考,经济与工商管理学院,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
中南财经政法大学,湖北,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,专业：90(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
湘潭大学,湖南,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
湘潭大学,湖南,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
湘潭大学,湖南,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：50(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
湖南大学,湖南,A,1,1,1,统考,金融与统计学院,(025100)(专业学位)金融,全日制,专业：61(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中南大学,湖南,A,1,1,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
湖南师范大学,湖南,A,1,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：27(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
中山大学,广东,A,1,1,1,统考,岭南学院,(025100)(专业学位)金融,全日制,专业：8(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中山大学,广东,A,1,1,1,统考,国际金融学院,(025100)(专业学位)金融,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
中山大学,广东,A,1,1,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：10(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
暨南大学,广东,A,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：34(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
暨南大学,广东,A,1,0,1,统考,深圳校区,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
暨南大学,广东,A,1,0,1,单考,经济学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(111)单独考试思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南理工大学,广东,A,1,1,1,统考,经济与金融学院,(025100)(专业学位)金融,全日制,专业：9(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南农业大学,广东,A,0,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：23(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南农业大学,广东,A,0,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：23(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南农业大学,广东,A,0,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：23(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南师范大学,广东,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：38(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
华南师范大学,广东,A,1,0,1,统考,数学科学学院,(025100)(专业学位)金融,全日制,专业：18(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
南方科技大学,广东,A,0,0,1,统考,金融系,(025100)(专业学位)金融,全日制,专业：12(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
广西大学,广西,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：100(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
海南大学,海南,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
海南大学,海南,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
海南大学,海南,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
海南大学,海南,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：28(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
重庆大学,重庆,A,1,1,1,统考,经济与工商管理学院,(025100)(专业学位)金融,全日制,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
重庆大学,重庆,A,1,1,1,统考,经济与工商管理学院,(025100)(专业学位)金融,全日制,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
重庆大学,重庆,A,1,1,1,统考,经济与工商管理学院,(025100)(专业学位)金融,全日制,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
重庆大学,重庆,A,1,1,1,统考,经济与工商管理学院,(025100)(专业学位)金融,全日制,专业：66(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西南大学,重庆,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：33(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
四川大学,四川,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：38(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
四川大学,四川,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：38(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
四川大学,四川,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：38(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
四川大学,四川,A,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：38(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
电子科技大学,四川,A,1,1,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
电子科技大学,四川,A,1,1,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
电子科技大学,四川,A,1,1,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：16(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
成都理工大学,四川,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
成都理工大学,四川,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
成都理工大学,四川,A,0,0,1,统考,商学院,(025100)(专业学位)金融,全日制,专业：20(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
成都理工大学,四川,A,0,0,1,单考,商学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(111)单独考试思想政治理论,(260)单考英语,(396)经济类综合能力,(431)金融学综合
成都理工大学,四川,A,0,0,1,单考,商学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(111)单独考试思想政治理论,(260)单考英语,(396)经济类综合能力,(431)金融学综合
成都理工大学,四川,A,0,0,1,单考,商学院,(025100)(专业学位)金融,全日制,专业：1(不含推免),(111)单独考试思想政治理论,(260)单考英语,(396)经济类综合能力,(431)金融学综合
西南财经大学,四川,A,1,0,1,统考,金融学院,(025100)(专业学位)金融,全日制,研究方向：95(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西南财经大学,四川,A,1,0,1,统考,证券与期货学院,(025100)(专业学位)金融,全日制,专业：45(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
贵州大学,贵州,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,研究方向：83(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
云南大学,云南,B,1,0,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：32(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
西北大学,陕西,A,1,0,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：36(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西安交通大学,陕西,A,1,1,1,统考,经济与金融学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西安交通大学,陕西,A,1,1,1,统考,经济与金融学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西安电子科技大学,陕西,A,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：19(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合
西北农林科技大学,陕西,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：45(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
西北农林科技大学,陕西,A,1,1,1,统考,经济管理学院,(025100)(专业学位)金融,全日制,专业：45(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
兰州大学,甘肃,B,1,1,1,统考,经济学院,(025100)(专业学位)金融,全日制,专业：73(不含推免),(101)思想政治理论,(204)英语（二）,(396)经济类综合能力,(431)金融学综合
青海大学,青海,B,1,0,1,统考,财经学院,(025100)(专业学位)金融,全日制,专业：30(不含推免),(101)思想政治理论,(201)英语（一）,(303)数学（三）,(431)金融学综合,(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
石河子大学,新疆,B,1,0,1,统考,经济与管理学院,(025100)(专业学位)金融,全日制,专业：52(不含推免),(101)思想政治理论,(204)英语（二）,(303)数学（三）,(431)金融学综合
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,