#,院校名称,所在地,院校隶属,研究生院,自划线院校,院校代码,IS211,IS985,AB,双一流
1,北京大学,北京,教育部,1,1,10001,1,1,A,1
2,中国人民大学,北京,教育部,1,1,10002,1,1,A,1
3,清华大学,北京,教育部,1,1,10003,1,1,A,1
4,北京交通大学,北京,教育部,1,0,10004,0,1,A,1
5,北京工业大学,北京,北京市,0,0,10005,0,1,A,1
6,北京航空航天大学,北京,工业与信息化部,1,1,10006,1,1,A,1
7,北京理工大学,北京,工业与信息化部,1,1,10007,1,1,A,1
8,北京科技大学,北京,教育部,1,0,10008,0,1,A,1
9,北方工业大学,北京,北京市,0,0,10009,0,0,A,0
10,北京化工大学,北京,教育部,0,0,10010,0,1,A,1
11,北京工商大学,北京,北京市,0,0,10011,0,0,A,0
12,北京服装学院,北京,北京市,0,0,10012,0,0,A,0
13,北京邮电大学,北京,教育部,1,0,10013,0,1,A,1
14,北京印刷学院,北京,北京市,0,0,10015,0,0,A,0
15,北京建筑大学,北京,北京市,0,0,10016,0,0,A,0
16,北京石油化工学院,北京,北京市,0,0,10017,0,0,A,0
17,北京电子科技学院,北京,中央办公厅,0,0,10018,0,0,A,0
18,中国农业大学,北京,教育部,1,1,10019,1,1,A,1
19,北京农学院,北京,北京市,0,0,10020,0,0,A,0
20,北京林业大学,北京,教育部,1,0,10022,0,1,A,1
21,北京协和医学院,北京,国家卫生健康委员会,1,0,10023,0,0,A,1
22,首都医科大学,北京,北京市,0,0,10025,0,0,A,0
23,北京中医药大学,北京,教育部,0,0,10026,0,1,A,1
24,北京师范大学,北京,教育部,1,1,10027,1,1,A,1
25,首都师范大学,北京,北京市,0,0,10028,0,0,A,1
26,首都体育学院,北京,北京市,0,0,10029,0,0,A,0
27,北京外国语大学,北京,教育部,0,0,10030,0,1,A,1
28,北京第二外国语学院,北京,北京市,0,0,10031,0,0,A,0
29,北京语言大学,北京,教育部,0,0,10032,0,0,A,0
30,中国传媒大学,北京,教育部,0,0,10033,0,1,A,1
31,中央财经大学,北京,教育部,0,0,10034,0,1,A,1
32,对外经济贸易大学,北京,教育部,0,0,10036,0,1,A,1
33,北京物资学院,北京,北京市,0,0,10037,0,0,A,0
34,首都经济贸易大学,北京,北京市,0,0,10038,0,0,A,0
35,外交学院,北京,外交部,0,0,10040,0,0,A,1
36,中国人民公安大学,北京,公安部,0,0,10041,0,0,A,1
37,国际关系学院,北京,教育部,0,0,10042,0,0,A,0
38,北京体育大学,北京,国家体育总局,0,0,10043,0,1,A,1
39,中央音乐学院,北京,教育部,0,0,10045,0,1,A,1
40,中国音乐学院,北京,北京市,0,0,10046,0,0,A,1
41,中央美术学院,北京,教育部,0,0,10047,0,0,A,1
42,中央戏剧学院,北京,教育部,0,0,10048,0,0,A,1
43,中国戏曲学院,北京,北京市,0,0,10049,0,0,A,0
44,北京电影学院,北京,北京市,0,0,10050,0,0,A,0
45,北京舞蹈学院,北京,北京市,0,0,10051,0,0,A,0
46,中央民族大学,北京,国家民族事务委员会,0,0,10052,1,1,A,1
47,中国政法大学,北京,教育部,0,0,10053,0,1,A,1
48,华北电力大学,北京,教育部,0,0,10054,0,1,A,1
49,南开大学,天津,教育部,1,1,10055,1,1,A,1
50,天津大学,天津,教育部,1,1,10056,1,1,A,1
51,天津科技大学,天津,天津市,0,0,10057,0,0,A,0
52,天津工业大学,天津,天津市,0,0,10058,0,0,A,1
53,中国民航大学,天津,中国民用航空局,0,0,10059,0,0,A,0
54,天津理工大学,天津,天津市,0,0,10060,0,0,A,0
55,天津农学院,天津,天津市,0,0,10061,0,0,A,0
56,天津医科大学,天津,天津市,0,0,10062,0,1,A,1
57,天津中医药大学,天津,天津市,0,0,10063,0,0,A,1
58,天津师范大学,天津,天津市,0,0,10065,0,0,A,0
59,天津职业技术师范大学,天津,天津市,0,0,10066,0,0,A,0
60,天津外国语大学,天津,天津市,0,0,10068,0,0,A,0
61,天津商业大学,天津,天津市,0,0,10069,0,0,A,0
62,天津财经大学,天津,天津市,0,0,10070,0,0,A,0
63,天津体育学院,天津,天津市体育局,0,0,10071,0,0,A,0
64,天津音乐学院,天津,天津市,0,0,10072,0,0,A,0
65,天津美术学院,天津,天津市,0,0,10073,0,0,A,0
66,河北大学,河北,河北省,0,0,10075,0,0,A,0
67,河北工程大学,河北,河北省,0,0,10076,0,0,A,0
68,河北地质大学,河北,河北省,0,0,10077,0,0,A,0
69,华北水利水电大学,河南,河南省,0,0,10078,0,0,A,0
70,华北电力大学(保定),河北,教育部,0,0,10079,0,1,A,1
71,河北工业大学,河北,河北省,0,0,10080,0,1,A,1
72,华北理工大学,河北,河北省,0,0,10081,0,0,A,0
73,河北科技大学,河北,河北省,0,0,10082,0,0,A,0
74,河北建筑工程学院,河北,河北省,0,0,10084,0,0,A,0
75,河北农业大学,河北,河北省,0,0,10086,0,0,A,0
76,河北医科大学,河北,河北省,0,0,10089,0,0,A,0
77,河北北方学院,河北,河北省,0,0,10092,0,0,A,0
78,承德医学院,河北,河北省,0,0,10093,0,0,A,0
79,河北师范大学,河北,河北省,0,0,10094,0,0,A,0
80,石家庄铁道大学,河北,河北省,0,0,10107,0,0,A,0
81,山西大学,山西,山西省,0,0,10108,0,0,A,1
82,太原科技大学,山西,山西省,0,0,10109,0,0,A,0
83,中北大学,山西,山西省,0,0,10110,0,0,A,0
84,太原理工大学,山西,山西省,0,0,10112,0,1,A,1
85,山西农业大学,山西,山西省,0,0,10113,0,0,A,0
86,山西医科大学,山西,山西省,0,0,10114,0,0,A,0
87,长治医学院,山西,山西省,0,0,10117,0,0,A,0
88,山西师范大学,山西,山西省,0,0,10118,0,0,A,0
89,太原师范学院,山西,山西省,0,0,10119,0,0,A,0
90,山西大同大学,山西,山西省,0,0,10120,0,0,A,0
91,山西财经大学,山西,山西省,0,0,10125,0,0,A,0
92,内蒙古大学,内蒙古,内蒙古自治区,0,0,10126,0,1,B,1
93,内蒙古科技大学,内蒙古,内蒙古自治区,0,0,10127,0,0,B,0
94,内蒙古工业大学,内蒙古,内蒙古自治区,0,0,10128,0,0,B,0
95,内蒙古农业大学,内蒙古,内蒙古自治区,0,0,10129,0,0,B,0
96,内蒙古医科大学,内蒙古,内蒙古自治区,0,0,10132,0,0,B,0
97,内蒙古师范大学,内蒙古,内蒙古自治区,0,0,10135,0,0,B,0
98,内蒙古民族大学,内蒙古,内蒙古自治区,0,0,10136,0,0,B,0
99,赤峰学院,内蒙古,内蒙古自治区,0,0,10138,0,0,B,0
100,内蒙古财经大学,内蒙古,内蒙古自治区,0,0,10139,0,0,B,0
101,辽宁大学,辽宁,辽宁省,0,0,10140,0,1,A,1
102,大连理工大学,辽宁,教育部,1,1,10141,1,1,A,1
103,沈阳工业大学,辽宁,辽宁省,0,0,10142,0,0,A,0
104,沈阳航空航天大学,辽宁,辽宁省,0,0,10143,0,0,A,0
105,沈阳理工大学,辽宁,辽宁省,0,0,10144,0,0,A,0
106,东北大学,辽宁,教育部,1,1,10145,1,1,A,1
107,辽宁科技大学,辽宁,辽宁省,0,0,10146,0,0,A,0
108,辽宁工程技术大学,辽宁,辽宁省,0,0,10147,0,0,A,0
109,辽宁石油化工大学,辽宁,辽宁省,0,0,10148,0,0,A,0
110,沈阳化工大学,辽宁,辽宁省,0,0,10149,0,0,A,0
111,大连交通大学,辽宁,辽宁省,0,0,10150,0,0,A,0
112,大连海事大学,辽宁,交通运输部,0,0,10151,0,1,A,1
113,大连工业大学,辽宁,辽宁省,0,0,10152,0,0,A,0
114,沈阳建筑大学,辽宁,辽宁省,0,0,10153,0,0,A,0
115,辽宁工业大学,辽宁,辽宁省,0,0,10154,0,0,A,0
116,沈阳农业大学,辽宁,辽宁省,0,0,10157,0,0,A,0
117,大连海洋大学,辽宁,辽宁省,0,0,10158,0,0,A,0
118,中国医科大学,辽宁,辽宁省,0,0,10159,0,0,A,0
119,锦州医科大学,辽宁,辽宁省,0,0,10160,0,0,A,0
120,大连医科大学,辽宁,辽宁省,0,0,10161,0,0,A,0
121,辽宁中医药大学,辽宁,辽宁省,0,0,10162,0,0,A,0
122,沈阳药科大学,辽宁,辽宁省,0,0,10163,0,0,A,0
123,沈阳医学院,辽宁,辽宁省,0,0,10164,0,0,A,0
124,辽宁师范大学,辽宁,辽宁省,0,0,10165,0,0,A,0
125,沈阳师范大学,辽宁,辽宁省,0,0,10166,0,0,A,0
126,渤海大学,辽宁,辽宁省,0,0,10167,0,0,A,0
127,鞍山师范学院,辽宁,辽宁省,0,0,10169,0,0,A,0
128,大连外国语大学,辽宁,辽宁省,0,0,10172,0,0,A,0
129,东北财经大学,辽宁,辽宁省,0,0,10173,0,0,A,0
130,中国刑事警察学院,辽宁,公安部,0,0,10175,0,0,A,0
131,沈阳体育学院,辽宁,辽宁省,0,0,10176,0,0,A,0
132,沈阳音乐学院,辽宁,辽宁省,0,0,10177,0,0,A,0
133,鲁迅美术学院,辽宁,辽宁省,0,0,10178,0,0,A,0
134,吉林大学,吉林,教育部,1,1,10183,1,1,A,1
135,延边大学,吉林,吉林省,0,0,10184,0,1,A,1
136,长春理工大学,吉林,吉林省,0,0,10186,0,0,A,0
137,东北电力大学,吉林,吉林省,0,0,10188,0,0,A,0
138,长春工业大学,吉林,吉林省,0,0,10190,0,0,A,0
139,吉林建筑大学,吉林,吉林省,0,0,10191,0,0,A,0
140,吉林化工学院,吉林,吉林省,0,0,10192,0,0,A,0
141,吉林农业大学,吉林,吉林省,0,0,10193,0,0,A,0
142,长春中医药大学,吉林,吉林省,0,0,10199,0,0,A,0
143,东北师范大学,吉林,教育部,1,0,10200,0,1,A,1
144,北华大学,吉林,吉林省,0,0,10201,0,0,A,0
145,吉林师范大学,吉林,吉林省,0,0,10203,0,0,A,0
146,长春师范大学,吉林,吉林省,0,0,10205,0,0,A,0
147,吉林财经大学,吉林,吉林省,0,0,10207,0,0,A,0
148,吉林体育学院,吉林,吉林省,0,0,10208,0,0,A,0
149,吉林艺术学院,吉林,吉林省,0,0,10209,0,0,A,0
150,黑龙江大学,黑龙江,黑龙江省,0,0,10212,0,0,A,0
151,哈尔滨工业大学,黑龙江,工业与信息化部,1,1,10213,1,1,A,1
152,哈尔滨理工大学,黑龙江,黑龙江省,0,0,10214,0,0,A,0
153,燕山大学,河北,河北省,0,0,10216,0,0,A,0
154,哈尔滨工程大学,黑龙江,工业与信息化部,1,0,10217,0,1,A,1
155,黑龙江科技大学,黑龙江,黑龙江省,0,0,10219,0,0,A,0
156,东北石油大学,黑龙江,黑龙江省,0,0,10220,0,0,A,0
157,佳木斯大学,黑龙江,黑龙江省,0,0,10222,0,0,A,0
158,黑龙江八一农垦大学,黑龙江,黑龙江省,0,0,10223,0,0,A,0
159,东北农业大学,黑龙江,黑龙江省,0,0,10224,0,1,A,1
160,东北林业大学,黑龙江,教育部,0,0,10225,0,1,A,1
161,哈尔滨医科大学,黑龙江,黑龙江省,0,0,10226,0,0,A,0
162,黑龙江中医药大学,黑龙江,黑龙江省,0,0,10228,0,0,A,0
163,牡丹江医学院,黑龙江,黑龙江省,0,0,10229,0,0,A,0
164,哈尔滨师范大学,黑龙江,黑龙江省,0,0,10231,0,0,A,0
165,齐齐哈尔大学,黑龙江,黑龙江省,0,0,10232,0,0,A,0
166,牡丹江师范学院,黑龙江,黑龙江省,0,0,10233,0,0,A,0
167,哈尔滨商业大学,黑龙江,黑龙江省,0,0,10240,0,0,A,0
168,哈尔滨体育学院,黑龙江,黑龙江省,0,0,10242,0,0,A,0
169,复旦大学,上海,教育部,1,1,10246,1,1,A,1
170,同济大学,上海,教育部,1,1,10247,1,1,A,1
171,上海交通大学,上海,教育部,1,1,10248,1,1,A,1
172,华东理工大学,上海,教育部,1,0,10251,0,1,A,1
173,上海理工大学,上海,上海市,0,0,10252,0,0,A,0
174,上海海事大学,上海,上海市,0,0,10254,0,0,A,0
175,东华大学,上海,教育部,0,0,10255,0,1,A,1
176,上海电力大学,上海,上海市,0,0,10256,0,0,A,0
177,上海应用技术大学,上海,上海市,0,0,10259,0,0,A,0
178,上海海洋大学,上海,上海市,0,0,10264,0,0,A,1
179,上海中医药大学,上海,上海市,0,0,10268,0,0,A,1
180,华东师范大学,上海,教育部,1,0,10269,1,1,A,1
181,上海师范大学,上海,上海市,0,0,10270,0,0,A,0
182,上海外国语大学,上海,教育部,0,0,10271,0,1,A,1
183,上海财经大学,上海,教育部,0,0,10272,0,1,A,1
184,上海对外经贸大学,上海,上海市,0,0,10273,0,0,A,0
185,上海海关学院,上海,海关总署,0,0,10274,0,0,A,0
186,华东政法大学,上海,上海市,0,0,10276,0,0,A,0
187,上海体育学院,上海,国家体育总局,0,0,10277,0,0,A,1
188,上海音乐学院,上海,上海市,0,0,10278,0,0,A,1
189,上海戏剧学院,上海,上海市,0,0,10279,0,0,A,0
190,上海大学,上海,上海市,0,0,10280,0,1,A,1
191,南京大学,江苏,教育部,1,1,10284,1,1,A,1
192,苏州大学,江苏,江苏省,0,0,10285,0,1,A,1
193,东南大学,江苏,教育部,1,1,10286,1,1,A,1
194,南京航空航天大学,江苏,工业与信息化部,1,0,10287,0,1,A,1
195,南京理工大学,江苏,工业与信息化部,1,0,10288,0,1,A,1
196,江苏科技大学,江苏,江苏省,0,0,10289,0,0,A,0
197,中国矿业大学,江苏,教育部,1,0,10290,0,1,A,1
198,南京工业大学,江苏,江苏省,0,0,10291,0,0,A,0
199,常州大学,江苏,江苏省,0,0,10292,0,0,A,0
200,南京邮电大学,江苏,江苏省,0,0,10293,0,0,A,1
201,河海大学,江苏,教育部,1,0,10294,0,1,A,1
202,江南大学,江苏,教育部,0,0,10295,0,1,A,1
203,南京林业大学,江苏,江苏省,0,0,10298,0,0,A,1
204,江苏大学,江苏,江苏省,0,0,10299,0,0,A,0
205,南京信息工程大学,江苏,江苏省,0,0,10300,0,0,A,1
206,南通大学,江苏,江苏省,0,0,10304,0,0,A,0
207,盐城工学院,江苏,江苏省,0,0,10305,0,0,A,0
208,南京农业大学,江苏,教育部,1,0,10307,0,1,A,1
209,南京医科大学,江苏,江苏省,0,0,10312,0,0,A,1
210,徐州医科大学,江苏,江苏省,0,0,10313,0,0,A,0
211,南京中医药大学,江苏,江苏省,0,0,10315,0,0,A,1
212,中国药科大学,江苏,教育部,0,0,10316,0,1,A,1
213,南京师范大学,江苏,江苏省,0,0,10319,0,1,A,1
214,江苏师范大学,江苏,江苏省,0,0,10320,0,0,A,0
215,南京财经大学,江苏,江苏省,0,0,10327,0,0,A,0
216,南京体育学院,江苏,江苏省,0,0,10330,0,0,A,0
217,南京艺术学院,江苏,江苏省,0,0,10331,0,0,A,0
218,苏州科技大学,江苏,江苏省,0,0,10332,0,0,A,0
219,浙江大学,浙江,教育部,1,1,10335,1,1,A,1
220,杭州电子科技大学,浙江,浙江省,0,0,10336,0,0,A,0
221,浙江工业大学,浙江,浙江省,0,0,10337,0,0,A,0
222,浙江理工大学,浙江,浙江省,0,0,10338,0,0,A,0
223,浙江海洋大学,浙江,浙江省,0,0,10340,0,0,A,0
224,浙江农林大学,浙江,浙江省,0,0,10341,0,0,A,0
225,温州医科大学,浙江,浙江省,0,0,10343,0,0,A,0
226,浙江中医药大学,浙江,浙江省,0,0,10344,0,0,A,0
227,浙江师范大学,浙江,浙江省,0,0,10345,0,0,A,0
228,杭州师范大学,浙江,浙江省,0,0,10346,0,0,A,0
229,湖州师范学院,浙江,浙江省,0,0,10347,0,0,A,0
230,绍兴文理学院,浙江,浙江省,0,0,10349,0,0,A,0
231,温州大学,浙江,浙江省,0,0,10351,0,0,A,0
232,浙江工商大学,浙江,浙江省,0,0,10353,0,0,A,0
233,中国美术学院,浙江,浙江省,0,0,10355,0,0,A,1
234,中国计量大学,浙江,浙江省,0,0,10356,0,0,A,0
235,安徽大学,安徽,安徽省,0,0,10357,0,1,A,1
236,中国科学技术大学,安徽,中国科学院,1,1,10358,1,1,A,1
237,合肥工业大学,安徽,教育部,0,0,10359,0,1,A,1
238,安徽工业大学,安徽,安徽省,0,0,10360,0,0,A,0
239,安徽理工大学,安徽,安徽省,0,0,10361,0,0,A,0
240,安徽工程大学,安徽,安徽省,0,0,10363,0,0,A,0
241,安徽农业大学,安徽,安徽省,0,0,10364,0,0,A,0
242,安徽医科大学,安徽,安徽省,0,0,10366,0,0,A,0
243,蚌埠医学院,安徽,安徽省,0,0,10367,0,0,A,0
244,皖南医学院,安徽,安徽省,0,0,10368,0,0,A,0
245,安徽中医药大学,安徽,安徽省,0,0,10369,0,0,A,0
246,安徽师范大学,安徽,安徽省,0,0,10370,0,0,A,0
247,阜阳师范大学,安徽,安徽省,0,0,10371,0,0,A,0
248,安庆师范大学,安徽,安徽省,0,0,10372,0,0,A,0
249,淮北师范大学,安徽,安徽省,0,0,10373,0,0,A,0
250,安徽财经大学,安徽,安徽省,0,0,10378,0,0,A,0
251,厦门大学,福建,教育部,1,1,10384,1,1,A,1
252,华侨大学,福建,中央统战部,0,0,10385,0,0,A,0
253,福州大学,福建,福建省,0,0,10386,0,1,A,1
254,福建工程学院,福建,福建省,0,0,10388,0,0,A,0
255,福建农林大学,福建,福建省,0,0,10389,0,0,A,0
256,集美大学,福建,福建省,0,0,10390,0,0,A,0
257,福建医科大学,福建,福建省,0,0,10392,0,0,A,0
258,福建中医药大学,福建,福建省,0,0,10393,0,0,A,0
259,福建师范大学,福建,福建省,0,0,10394,0,0,A,0
260,闽江学院,福建,福建省,0,0,10395,0,0,A,0
261,泉州师范学院,福建,福建省,0,0,10399,0,0,A,0
262,闽南师范大学,福建,福建省,0,0,10402,0,0,A,0
263,南昌大学,江西,江西省,0,0,10403,0,1,A,1
264,华东交通大学,江西,江西省,0,0,10404,0,0,A,0
265,东华理工大学,江西,江西省,0,0,10405,0,0,A,0
266,南昌航空大学,江西,江西省,0,0,10406,0,0,A,0
267,江西理工大学,江西,江西省,0,0,10407,0,0,A,0
268,景德镇陶瓷大学,江西,江西省,0,0,10408,0,0,A,0
269,江西农业大学,江西,江西省,0,0,10410,0,0,A,0
270,江西中医药大学,江西,江西省,0,0,10412,0,0,A,0
271,赣南医学院,江西,江西省,0,0,10413,0,0,A,0
272,江西师范大学,江西,江西省,0,0,10414,0,0,A,0
273,宜春学院,江西,江西省,0,0,10417,0,0,A,0
274,赣南师范大学,江西,江西省,0,0,10418,0,0,A,0
275,井冈山大学,江西,江西省,0,0,10419,0,0,A,0
276,江西财经大学,江西,江西省,0,0,10421,0,0,A,0
277,山东大学,山东,教育部,1,1,10422,1,1,A,1
278,中国海洋大学,山东,教育部,0,0,10423,1,1,A,1
279,山东科技大学,山东,山东省,0,0,10424,0,0,A,0
280,中国石油大学(华东),山东,教育部,1,0,10425,0,1,A,1
281,青岛科技大学,山东,山东省,0,0,10426,0,0,A,0
282,济南大学,山东,山东省,0,0,10427,0,0,A,0
283,青岛理工大学,山东,山东省,0,0,10429,0,0,A,0
284,山东建筑大学,山东,山东省,0,0,10430,0,0,A,0
285,齐鲁工业大学,山东,山东省,0,0,10431,0,0,A,0
286,山东理工大学,山东,山东省,0,0,10433,0,0,A,0
287,山东农业大学,山东,山东省,0,0,10434,0,0,A,0
288,青岛农业大学,山东,山东省,0,0,10435,0,0,A,0
289,潍坊医学院,山东,山东省,0,0,10438,0,0,A,0
290,山东第一医科大学,山东,山东省,0,0,10439,0,0,A,0
291,滨州医学院,山东,山东省,0,0,10440,0,0,A,0
292,山东中医药大学,山东,山东省,0,0,10441,0,0,A,0
293,济宁医学院,山东,山东省,0,0,10443,0,0,A,0
294,山东师范大学,山东,山东省,0,0,10445,0,0,A,0
295,曲阜师范大学,山东,山东省,0,0,10446,0,0,A,0
296,聊城大学,山东,山东省,0,0,10447,0,0,A,0
297,鲁东大学,山东,山东省,0,0,10451,0,0,A,0
298,临沂大学,山东,山东省,0,0,10452,0,0,A,0
299,山东财经大学,山东,山东省,0,0,10456,0,0,A,0
300,山东体育学院,山东,山东省,0,0,10457,0,0,A,0
